No,Ch1,Ch2,Ch3,Ch4
29361,0.219,0.143,0.201,0.437
29362,0.333,0.161,0.155,0.351
29363,0.182,0.32,0.112,0.386
29364,0.344,0.144,0.308,0.204
29365,0.117,0.41,0.269,0.204
29366,0.514,0.138,0.128,0.22
29367,0.138,0.327,0.157,0.378
29368,0.124,0.243,0.453,0.18
29369,0.241,0.179,0.135,0.445
29370,0.364,0.164,0.127,0.345
29371,0.355,0.19,0.123,0.332
29372,0.14,0.182,0.209,0.469
29373,0.143,0.288,0.129,0.44
29374,0.137,0.172,0.169,0.522
29375,0.192,0.318,0.137,0.353
29376,0.163,0.399,0.114,0.324
29377,0.099,0.133,0.514,0.254
29378,0.319,0.136,0.194,0.351
29379,0.156,0.348,0.139,0.357
29380,0.115,0.413,0.167,0.305
29381,0.164,0.134,0.298,0.404
29382,0.204,0.47,0.107,0.219
29383,0.173,0.44,0.151,0.236
29384,0.431,0.137,0.124,0.308
29385,0.156,0.107,0.493,0.244
29386,0.106,0.244,0.434,0.216
29387,0.146,0.523,0.088,0.243
29388,0.457,0.112,0.173,0.258
29389,0.152,0.516,0.115,0.217
29390,0.119,0.46,0.166,0.255
29391,0.16,0.122,0.216,0.502
29392,0.11,0.376,0.186,0.328
29393,0.382,0.181,0.158,0.279
29394,0.513,0.12,0.189,0.178
29395,0.504,0.2,0.144,0.152
29396,0.426,0.196,0.127,0.251
29397,0.107,0.462,0.203,0.228
29398,0.351,0.226,0.113,0.31
29399,0.43,0.178,0.151,0.241
29400,0.213,0.084,0.45,0.253
29401,0.539,0.202,0.078,0.181
29402,0.55,0.108,0.152,0.19
29403,0.12,0.441,0.148,0.291
29404,0.332,0.218,0.165,0.285
29405,0.384,0.287,0.103,0.226
29406,0.373,0.155,0.253,0.219
29407,0.365,0.225,0.161,0.249
29408,0.105,0.215,0.422,0.258
29409,0.362,0.178,0.145,0.315
29410,0.145,0.506,0.174,0.175
29411,0.212,0.104,0.366,0.318
29412,0.071,0.387,0.366,0.176
29413,0.352,0.216,0.175,0.257
29414,0.354,0.272,0.178,0.196
29415,0.141,0.174,0.482,0.203
29416,0.2,0.188,0.346,0.266
29417,0.378,0.221,0.139,0.262
29418,0.153,0.227,0.359,0.261
29419,0.161,0.372,0.215,0.252
29420,0.139,0.195,0.391,0.275
29421,0.182,0.463,0.134,0.221
29422,0.37,0.167,0.245,0.218
29423,0.159,0.208,0.342,0.291
29424,0.381,0.235,0.201,0.183
29425,0.394,0.237,0.145,0.224
29426,0.338,0.277,0.162,0.223
29427,0.165,0.404,0.157,0.274
29428,0.162,0.375,0.185,0.278
29429,0.379,0.219,0.214,0.188
29430,0.39,0.169,0.195,0.246
29431,0.332,0.31,0.11,0.248
29432,0.18,0.454,0.212,0.154
29433,0.368,0.202,0.15,0.28
29434,0.211,0.239,0.246,0.304
29435,0.237,0.224,0.252,0.287
29436,0.225,0.306,0.3,0.169
29437,0.417,0.257,0.117,0.209
29438,0.301,0.365,0.122,0.212
29439,0.301,0.183,0.2,0.316
29440,0.115,0.426,0.138,0.321
29441,0.24,0.261,0.164,0.335
29442,0.227,0.31,0.161,0.302
29443,0.188,0.206,0.385,0.221
29444,0.111,0.182,0.41,0.297
29445,0.208,0.256,0.163,0.373
29446,0.152,0.461,0.161,0.226
29447,0.217,0.188,0.201,0.394
29448,0.134,0.357,0.17,0.339
29449,0.132,0.413,0.214,0.241
29450,0.127,0.382,0.236,0.255
29451,0.238,0.298,0.161,0.303
29452,0.136,0.454,0.167,0.243
29453,0.381,0.142,0.258,0.219
29454,0.475,0.126,0.156,0.243
29455,0.322,0.173,0.189,0.316
29456,0.152,0.276,0.156,0.416
29457,0.218,0.313,0.184,0.285
29458,0.176,0.186,0.415,0.223
29459,0.218,0.179,0.287,0.316
29460,0.14,0.192,0.373,0.295
29461,0.121,0.277,0.319,0.283
29462,0.144,0.452,0.15,0.254
29463,0.421,0.196,0.132,0.251
29464,0.109,0.242,0.417,0.232
29465,0.142,0.332,0.283,0.243
29466,0.224,0.283,0.206,0.287
29467,0.283,0.293,0.126,0.298
29468,0.141,0.383,0.222,0.254
29469,0.172,0.216,0.402,0.21
29470,0.278,0.227,0.105,0.39
29471,0.188,0.087,0.27,0.455
29472,0.084,0.114,0.39,0.412
29473,0.169,0.114,0.148,0.569
29474,0.113,0.235,0.103,0.549
29475,0.103,0.124,0.532,0.241
29476,0.121,0.174,0.134,0.571
29477,0.082,0.113,0.295,0.51
29478,0.13,0.21,0.124,0.536
29479,0.275,0.373,0.085,0.267
29480,0.115,0.186,0.189,0.51
29481,0.15,0.533,0.117,0.2
29482,0.307,0.189,0.093,0.411
29483,0.116,0.245,0.083,0.556
29484,0.092,0.31,0.121,0.477
29485,0.099,0.222,0.109,0.57
29486,0.101,0.183,0.13,0.586
29487,0.098,0.444,0.088,0.37
29488,0.342,0.107,0.302,0.249
29489,0.314,0.127,0.116,0.443
29490,0.11,0.342,0.234,0.314
29491,0.261,0.248,0.146,0.345
29492,0.106,0.105,0.415,0.374
29493,0.311,0.273,0.139,0.277
29494,0.093,0.298,0.409,0.2
29495,0.162,0.265,0.243,0.33
29496,0.239,0.128,0.23,0.403
29497,0.221,0.201,0.204,0.374
29498,0.119,0.435,0.104,0.342
29499,0.121,0.303,0.135,0.441
29500,0.193,0.132,0.235,0.44
29501,0.126,0.396,0.163,0.315
29502,0.213,0.17,0.167,0.45
29503,0.101,0.406,0.304,0.189
29504,0.168,0.482,0.122,0.228
29505,0.395,0.177,0.159,0.269
29506,0.211,0.177,0.165,0.447
29507,0.196,0.172,0.427,0.205
29508,0.157,0.486,0.152,0.205
29509,0.132,0.195,0.514,0.159
29510,0.465,0.213,0.103,0.219
29511,0.371,0.22,0.16,0.249
29512,0.112,0.144,0.482,0.262
29513,0.512,0.189,0.107,0.192
29514,0.29,0.133,0.425,0.152
29515,0.449,0.16,0.123,0.268
29516,0.082,0.396,0.27,0.252
29517,0.525,0.178,0.116,0.181
29518,0.105,0.126,0.489,0.28
29519,0.104,0.164,0.518,0.214
29520,0.359,0.195,0.121,0.325
29521,0.09,0.421,0.166,0.323
29522,0.104,0.398,0.327,0.171
29523,0.135,0.475,0.132,0.258
29524,0.472,0.164,0.135,0.229
29525,0.148,0.463,0.116,0.273
29526,0.119,0.18,0.526,0.175
29527,0.176,0.131,0.299,0.394
29528,0.306,0.135,0.134,0.425
29529,0.115,0.316,0.187,0.382
29530,0.115,0.306,0.125,0.454
29531,0.107,0.197,0.129,0.567
29532,0.134,0.188,0.132,0.546
29533,0.159,0.245,0.087,0.509
29534,0.093,0.265,0.136,0.506
29535,0.079,0.225,0.336,0.36
29536,0.12,0.115,0.24,0.525
29537,0.081,0.095,0.419,0.405
29538,0.257,0.081,0.256,0.406
29539,0.106,0.39,0.128,0.376
29540,0.11,0.411,0.12,0.359
29541,0.072,0.248,0.179,0.501
29542,0.096,0.303,0.381,0.22
29543,0.15,0.109,0.28,0.461
29544,0.082,0.274,0.177,0.467
29545,0.229,0.113,0.132,0.526
29546,0.118,0.256,0.306,0.32
29547,0.286,0.318,0.133,0.263
29548,0.162,0.179,0.307,0.352
29549,0.136,0.296,0.142,0.426
29550,0.207,0.209,0.326,0.258
29551,0.106,0.261,0.316,0.317
29552,0.401,0.151,0.147,0.301
29553,0.188,0.176,0.247,0.389
29554,0.211,0.15,0.205,0.434
29555,0.126,0.229,0.311,0.334
29556,0.094,0.296,0.379,0.231
29557,0.433,0.19,0.132,0.245
29558,0.32,0.164,0.126,0.39
29559,0.239,0.166,0.349,0.246
29560,0.135,0.201,0.374,0.29
29561,0.211,0.413,0.137,0.239
29562,0.205,0.132,0.346,0.317
29563,0.186,0.258,0.168,0.388
29564,0.115,0.141,0.329,0.415
29565,0.163,0.316,0.255,0.266
29566,0.444,0.199,0.172,0.185
29567,0.239,0.397,0.089,0.275
29568,0.382,0.358,0.122,0.138
29569,0.19,0.412,0.143,0.255
29570,0.245,0.457,0.105,0.193
29571,0.153,0.257,0.287,0.303
29572,0.144,0.562,0.135,0.159
29573,0.178,0.199,0.453,0.17
29574,0.159,0.207,0.208,0.426
29575,0.152,0.556,0.102,0.19
29576,0.343,0.098,0.205,0.354
29577,0.563,0.127,0.15,0.16
29578,0.133,0.527,0.106,0.234
29579,0.119,0.144,0.408,0.329
29580,0.125,0.16,0.35,0.365
29581,0.137,0.236,0.445,0.182
29582,0.098,0.355,0.188,0.359
29583,0.214,0.37,0.098,0.318
29584,0.212,0.299,0.264,0.225
29585,0.264,0.225,0.125,0.386
29586,0.25,0.3,0.219,0.231
29587,0.099,0.346,0.279,0.276
29588,0.133,0.129,0.425,0.313
29589,0.364,0.186,0.141,0.309
29590,0.149,0.398,0.169,0.284
29591,0.208,0.424,0.102,0.266
29592,0.499,0.105,0.192,0.204
29593,0.192,0.446,0.182,0.18
29594,0.112,0.143,0.248,0.497
29595,0.154,0.424,0.112,0.31
29596,0.15,0.165,0.224,0.461
29597,0.161,0.363,0.197,0.279
29598,0.095,0.214,0.252,0.439
29599,0.147,0.191,0.207,0.455
29600,0.421,0.184,0.162,0.233
29601,0.225,0.182,0.133,0.46
29602,0.15,0.333,0.145,0.372
29603,0.363,0.165,0.134,0.338
29604,0.153,0.304,0.14,0.403
29605,0.191,0.158,0.247,0.404
29606,0.172,0.167,0.209,0.452
29607,0.236,0.397,0.142,0.225
29608,0.194,0.263,0.148,0.395
29609,0.202,0.146,0.416,0.236
29610,0.147,0.351,0.215,0.287
29611,0.319,0.117,0.205,0.359
29612,0.161,0.378,0.121,0.34
29613,0.216,0.139,0.156,0.489
29614,0.18,0.311,0.128,0.381
29615,0.117,0.389,0.143,0.351
29616,0.163,0.295,0.133,0.409
29617,0.215,0.206,0.228,0.351
29618,0.173,0.125,0.358,0.344
29619,0.108,0.374,0.122,0.396
29620,0.239,0.143,0.363,0.255
29621,0.139,0.171,0.207,0.483
29622,0.375,0.172,0.119,0.334
29623,0.157,0.129,0.41,0.304
29624,0.197,0.372,0.268,0.163
29625,0.467,0.122,0.218,0.193
29626,0.185,0.488,0.096,0.231
29627,0.175,0.267,0.143,0.415
29628,0.157,0.142,0.364,0.337
29629,0.182,0.094,0.237,0.487
29630,0.127,0.535,0.103,0.235
29631,0.287,0.191,0.299,0.223
29632,0.505,0.136,0.106,0.253
29633,0.185,0.277,0.118,0.42
29634,0.092,0.495,0.155,0.258
29635,0.128,0.311,0.163,0.398
29636,0.116,0.181,0.137,0.566
29637,0.129,0.344,0.226,0.301
29638,0.441,0.119,0.189,0.251
29639,0.178,0.157,0.226,0.439
29640,0.102,0.132,0.467,0.299
29641,0.355,0.243,0.176,0.226
29642,0.104,0.481,0.234,0.181
29643,0.307,0.278,0.141,0.274
29644,0.112,0.126,0.547,0.215
29645,0.205,0.389,0.253,0.153
29646,0.126,0.279,0.231,0.364
29647,0.127,0.355,0.19,0.328
29648,0.109,0.221,0.371,0.299
29649,0.243,0.106,0.332,0.319
29650,0.081,0.392,0.379,0.148
29651,0.342,0.14,0.232,0.286
29652,0.453,0.176,0.12,0.251
29653,0.113,0.442,0.197,0.248
29654,0.292,0.13,0.335,0.243
29655,0.104,0.191,0.504,0.201
29656,0.242,0.239,0.204,0.315
29657,0.107,0.311,0.391,0.191
29658,0.169,0.177,0.499,0.155
29659,0.176,0.181,0.47,0.173
29660,0.402,0.144,0.158,0.296
29661,0.108,0.129,0.503,0.26
29662,0.121,0.119,0.474,0.286
29663,0.089,0.124,0.606,0.181
29664,0.331,0.141,0.126,0.402
29665,0.095,0.256,0.48,0.169
29666,0.123,0.127,0.478,0.272
29667,0.144,0.382,0.161,0.313
29668,0.158,0.219,0.132,0.491
29669,0.113,0.329,0.244,0.314
29670,0.161,0.127,0.251,0.461
29671,0.097,0.135,0.495,0.273
29672,0.099,0.115,0.512,0.274
29673,0.113,0.139,0.229,0.519
29674,0.491,0.102,0.181,0.226
29675,0.102,0.226,0.425,0.247
29676,0.413,0.119,0.138,0.33
29677,0.452,0.113,0.113,0.322
29678,0.213,0.148,0.16,0.479
29679,0.136,0.158,0.265,0.441
29680,0.159,0.16,0.322,0.359
29681,0.122,0.167,0.294,0.417
29682,0.3,0.267,0.129,0.304
29683,0.141,0.37,0.114,0.375
29684,0.087,0.228,0.28,0.405
29685,0.153,0.102,0.443,0.302
29686,0.115,0.457,0.139,0.289
29687,0.148,0.238,0.297,0.317
29688,0.252,0.249,0.125,0.374
29689,0.194,0.133,0.344,0.329
29690,0.191,0.141,0.321,0.347
29691,0.254,0.161,0.143,0.442
29692,0.172,0.233,0.303,0.292
29693,0.237,0.316,0.153,0.294
29694,0.151,0.28,0.133,0.436
29695,0.083,0.208,0.42,0.289
29696,0.306,0.209,0.122,0.363
29697,0.253,0.2,0.132,0.415
29698,0.394,0.345,0.11,0.151
29699,0.165,0.369,0.211,0.255
29700,0.106,0.376,0.333,0.185
29701,0.204,0.489,0.12,0.187
29702,0.134,0.444,0.216,0.206
29703,0.184,0.355,0.16,0.301
29704,0.217,0.3,0.159,0.324
29705,0.122,0.152,0.509,0.217
29706,0.115,0.387,0.246,0.252
29707,0.094,0.24,0.465,0.201
29708,0.41,0.128,0.203,0.259
29709,0.156,0.348,0.202,0.294
29710,0.448,0.186,0.132,0.234
29711,0.144,0.277,0.285,0.294
29712,0.368,0.153,0.247,0.232
29713,0.143,0.212,0.43,0.215
29714,0.362,0.171,0.159,0.308
29715,0.13,0.505,0.173,0.192
29716,0.19,0.179,0.233,0.398
29717,0.385,0.175,0.214,0.226
29718,0.289,0.232,0.166,0.313
29719,0.169,0.307,0.308,0.216
29720,0.118,0.306,0.361,0.215
29721,0.268,0.315,0.236,0.181
29722,0.258,0.217,0.315,0.21
29723,0.237,0.182,0.345,0.236
29724,0.411,0.169,0.197,0.223
29725,0.158,0.159,0.349,0.334
29726,0.195,0.434,0.165,0.206
29727,0.151,0.274,0.234,0.341
29728,0.144,0.17,0.38,0.306
29729,0.189,0.389,0.186,0.236
29730,0.442,0.148,0.187,0.223
29731,0.223,0.324,0.304,0.149
29732,0.163,0.432,0.12,0.285
29733,0.232,0.23,0.18,0.358
29734,0.173,0.217,0.296,0.314
29735,0.133,0.185,0.301,0.381
29736,0.3,0.182,0.281,0.237
29737,0.229,0.25,0.203,0.318
29738,0.331,0.177,0.229,0.263
29739,0.164,0.222,0.346,0.268
29740,0.167,0.291,0.284,0.258
29741,0.175,0.395,0.166,0.264
29742,0.329,0.212,0.206,0.253
29743,0.284,0.191,0.192,0.333
29744,0.276,0.223,0.204,0.297
29745,0.224,0.372,0.167,0.237
29746,0.169,0.186,0.291,0.354
29747,0.108,0.318,0.293,0.281
29748,0.203,0.374,0.154,0.269
29749,0.283,0.372,0.145,0.2
29750,0.124,0.352,0.299,0.225
29751,0.387,0.21,0.17,0.233
29752,0.156,0.215,0.334,0.295
29753,0.193,0.18,0.314,0.313
29754,0.307,0.237,0.177,0.279
29755,0.305,0.154,0.379,0.162
29756,0.159,0.304,0.189,0.348
29757,0.12,0.217,0.441,0.222
29758,0.363,0.262,0.145,0.23
29759,0.153,0.341,0.179,0.327
29760,0.238,0.247,0.203,0.312
29761,0.246,0.302,0.137,0.315
29762,0.126,0.306,0.177,0.391
29763,0.484,0.167,0.148,0.201
29764,0.149,0.166,0.425,0.26
29765,0.228,0.229,0.193,0.35
29766,0.276,0.419,0.123,0.182
29767,0.155,0.17,0.223,0.452
29768,0.322,0.188,0.156,0.334
29769,0.155,0.183,0.415,0.247
29770,0.111,0.497,0.155,0.237
29771,0.161,0.201,0.243,0.395
29772,0.196,0.163,0.214,0.427
29773,0.114,0.208,0.452,0.226
29774,0.134,0.371,0.275,0.22
29775,0.113,0.493,0.169,0.225
29776,0.108,0.365,0.234,0.293
29777,0.118,0.169,0.372,0.341
29778,0.137,0.134,0.56,0.169
29779,0.378,0.156,0.133,0.333
29780,0.177,0.182,0.164,0.477
29781,0.112,0.262,0.325,0.301
29782,0.349,0.153,0.126,0.372
29783,0.144,0.183,0.17,0.503
29784,0.111,0.137,0.433,0.319
29785,0.386,0.165,0.142,0.307
29786,0.403,0.151,0.132,0.314
29787,0.28,0.12,0.291,0.309
29788,0.203,0.213,0.161,0.423
29789,0.131,0.151,0.498,0.22
29790,0.162,0.402,0.17,0.266
29791,0.117,0.244,0.307,0.332
29792,0.193,0.118,0.389,0.3
29793,0.278,0.17,0.365,0.187
29794,0.497,0.173,0.14,0.19
29795,0.143,0.507,0.141,0.209
29796,0.134,0.159,0.511,0.196
29797,0.134,0.292,0.232,0.342
29798,0.145,0.211,0.491,0.153
29799,0.113,0.497,0.156,0.234
29800,0.137,0.325,0.22,0.318
29801,0.288,0.18,0.197,0.335
29802,0.204,0.182,0.283,0.331
29803,0.524,0.138,0.153,0.185
29804,0.397,0.215,0.178,0.21
29805,0.152,0.177,0.212,0.459
29806,0.118,0.292,0.384,0.206
29807,0.504,0.139,0.16,0.197
29808,0.14,0.23,0.424,0.206
29809,0.123,0.164,0.489,0.224
29810,0.254,0.216,0.183,0.347
29811,0.542,0.122,0.116,0.22
29812,0.138,0.549,0.17,0.143
29813,0.131,0.197,0.385,0.287
29814,0.282,0.211,0.142,0.365
29815,0.484,0.182,0.135,0.199
29816,0.358,0.19,0.179,0.273
29817,0.269,0.207,0.223,0.301
29818,0.373,0.22,0.151,0.256
29819,0.129,0.399,0.127,0.345
29820,0.325,0.177,0.203,0.295
29821,0.355,0.182,0.197,0.266
29822,0.128,0.359,0.14,0.373
29823,0.136,0.514,0.135,0.215
29824,0.396,0.164,0.151,0.289
29825,0.12,0.516,0.151,0.213
29826,0.16,0.157,0.446,0.237
29827,0.153,0.197,0.349,0.301
29828,0.146,0.175,0.3,0.379
29829,0.132,0.452,0.135,0.281
29830,0.123,0.155,0.348,0.374
29831,0.472,0.161,0.14,0.227
29832,0.358,0.146,0.2,0.296
29833,0.26,0.19,0.178,0.372
29834,0.144,0.219,0.188,0.449
29835,0.416,0.158,0.172,0.254
29836,0.248,0.17,0.299,0.283
29837,0.192,0.392,0.15,0.266
29838,0.123,0.142,0.526,0.209
29839,0.517,0.137,0.128,0.218
29840,0.439,0.147,0.165,0.249
29841,0.514,0.157,0.143,0.186
29842,0.17,0.22,0.383,0.227
29843,0.41,0.164,0.154,0.272
29844,0.151,0.451,0.124,0.274
29845,0.09,0.141,0.495,0.274
29846,0.142,0.186,0.411,0.261
29847,0.115,0.155,0.428,0.302
29848,0.268,0.151,0.272,0.309
29849,0.261,0.256,0.124,0.359
29850,0.168,0.126,0.408,0.298
29851,0.169,0.25,0.402,0.179
29852,0.139,0.34,0.33,0.191
29853,0.17,0.502,0.121,0.207
29854,0.141,0.199,0.255,0.405
29855,0.174,0.206,0.426,0.194
29856,0.263,0.181,0.389,0.167
29857,0.329,0.122,0.272,0.277
29858,0.122,0.453,0.159,0.266
29859,0.252,0.281,0.113,0.354
29860,0.382,0.17,0.138,0.31
29861,0.163,0.207,0.172,0.458
29862,0.119,0.444,0.176,0.261
29863,0.136,0.293,0.179,0.392
29864,0.125,0.144,0.425,0.306
29865,0.153,0.211,0.213,0.423
29866,0.404,0.167,0.169,0.26
29867,0.164,0.137,0.361,0.338
29868,0.154,0.177,0.42,0.249
29869,0.224,0.375,0.177,0.224
29870,0.144,0.379,0.243,0.234
29871,0.34,0.236,0.183,0.241
29872,0.499,0.157,0.191,0.153
29873,0.334,0.269,0.158,0.239
29874,0.103,0.311,0.395,0.191
29875,0.311,0.318,0.166,0.205
29876,0.12,0.487,0.165,0.228
29877,0.291,0.187,0.327,0.195
29878,0.356,0.175,0.276,0.193
29879,0.249,0.295,0.275,0.181
29880,0.137,0.48,0.145,0.238
29881,0.381,0.253,0.149,0.217
29882,0.363,0.231,0.22,0.186
29883,0.383,0.296,0.116,0.205
29884,0.37,0.225,0.142,0.263
29885,0.244,0.292,0.168,0.296
29886,0.181,0.281,0.324,0.214
29887,0.244,0.323,0.226,0.207
29888,0.311,0.154,0.216,0.319
29889,0.208,0.221,0.216,0.355
29890,0.287,0.236,0.175,0.302
29891,0.233,0.313,0.13,0.324
29892,0.133,0.314,0.235,0.318
29893,0.232,0.212,0.193,0.363
29894,0.143,0.384,0.187,0.286
29895,0.249,0.192,0.194,0.365
29896,0.394,0.16,0.154,0.292
29897,0.207,0.193,0.207,0.393
29898,0.166,0.229,0.296,0.309
29899,0.154,0.148,0.339,0.359
29900,0.415,0.148,0.145,0.292
29901,0.337,0.201,0.16,0.302
29902,0.147,0.392,0.169,0.292
29903,0.222,0.388,0.113,0.277
29904,0.138,0.253,0.191,0.418
29905,0.148,0.323,0.219,0.31
29906,0.168,0.137,0.31,0.385
29907,0.422,0.238,0.102,0.238
29908,0.246,0.513,0.077,0.164
29909,0.073,0.71,0.082,0.135
29910,0.515,0.209,0.107,0.169
29911,0.216,0.147,0.184,0.453
29912,0.501,0.307,0.073,0.119
29913,0.192,0.187,0.22,0.401
29914,0.206,0.243,0.132,0.419
29915,0.196,0.259,0.121,0.424
29916,0.132,0.154,0.229,0.485
29917,0.47,0.093,0.264,0.173
29918,0.143,0.311,0.189,0.357
29919,0.353,0.315,0.159,0.173
29920,0.071,0.234,0.475,0.22
29921,0.099,0.291,0.151,0.459
29922,0.124,0.288,0.115,0.473
29923,0.167,0.107,0.239,0.487
29924,0.115,0.358,0.396,0.131
29925,0.145,0.148,0.245,0.462
29926,0.146,0.202,0.408,0.244
29927,0.202,0.362,0.166,0.27
29928,0.248,0.225,0.177,0.35
29929,0.193,0.271,0.201,0.335
29930,0.415,0.164,0.187,0.234
29931,0.22,0.282,0.189,0.309
29932,0.202,0.457,0.12,0.221
29933,0.295,0.17,0.166,0.369
29934,0.149,0.183,0.368,0.3
29935,0.224,0.149,0.426,0.201
29936,0.167,0.145,0.372,0.316
29937,0.353,0.151,0.168,0.328
29938,0.371,0.174,0.134,0.321
29939,0.296,0.182,0.188,0.334
29940,0.156,0.158,0.302,0.384
29941,0.163,0.11,0.487,0.24
29942,0.319,0.263,0.142,0.276
29943,0.173,0.2,0.232,0.395
29944,0.151,0.169,0.29,0.39
29945,0.106,0.116,0.477,0.301
29946,0.26,0.45,0.117,0.173
29947,0.128,0.289,0.322,0.261
29948,0.081,0.413,0.302,0.204
29949,0.413,0.248,0.099,0.24
29950,0.404,0.156,0.134,0.306
29951,0.295,0.143,0.153,0.409
29952,0.488,0.128,0.136,0.248
29953,0.087,0.111,0.577,0.225
29954,0.363,0.136,0.279,0.222
29955,0.318,0.134,0.156,0.392
29956,0.276,0.365,0.11,0.249
29957,0.1,0.406,0.137,0.357
29958,0.203,0.272,0.12,0.405
29959,0.121,0.332,0.16,0.387
29960,0.44,0.187,0.112,0.261
29961,0.107,0.492,0.168,0.233
29962,0.125,0.478,0.133,0.264
29963,0.207,0.203,0.116,0.474
29964,0.107,0.172,0.52,0.201
29965,0.32,0.34,0.136,0.204
29966,0.106,0.306,0.354,0.234
29967,0.114,0.26,0.411,0.215
29968,0.264,0.194,0.249,0.293
29969,0.148,0.108,0.552,0.192
29970,0.084,0.132,0.573,0.211
29971,0.074,0.292,0.43,0.204
29972,0.074,0.345,0.395,0.186
29973,0.447,0.138,0.258,0.157
29974,0.085,0.435,0.328,0.152
29975,0.401,0.228,0.104,0.267
29976,0.252,0.365,0.094,0.289
29977,0.155,0.194,0.29,0.361
29978,0.116,0.589,0.143,0.152
29979,0.43,0.144,0.253,0.173
29980,0.396,0.241,0.166,0.197
29981,0.344,0.431,0.081,0.144
29982,0.146,0.237,0.436,0.181
29983,0.412,0.096,0.286,0.206
29984,0.235,0.5,0.137,0.128
29985,0.356,0.212,0.249,0.183
29986,0.214,0.243,0.339,0.204
29987,0.384,0.202,0.205,0.209
29988,0.131,0.525,0.111,0.233
29989,0.169,0.091,0.373,0.367
29990,0.273,0.057,0.52,0.15
29991,0.096,0.082,0.604,0.218
29992,0.245,0.145,0.424,0.186
29993,0.254,0.464,0.129,0.153
29994,0.176,0.162,0.499,0.163
29995,0.109,0.489,0.122,0.28
29996,0.274,0.207,0.306,0.213
29997,0.106,0.491,0.118,0.285
29998,0.137,0.465,0.12,0.278
29999,0.149,0.483,0.196,0.172
30000,0.137,0.539,0.174,0.15
30001,0.106,0.52,0.252,0.122
30002,0.281,0.242,0.272,0.205
30003,0.341,0.248,0.144,0.267
30004,0.268,0.329,0.119,0.284
30005,0.254,0.165,0.319,0.262
30006,0.159,0.294,0.353,0.194
30007,0.196,0.24,0.233,0.331
30008,0.192,0.429,0.144,0.235
30009,0.416,0.278,0.106,0.2
30010,0.345,0.319,0.141,0.195
30011,0.14,0.219,0.151,0.49
30012,0.118,0.283,0.19,0.409
30013,0.105,0.148,0.502,0.245
30014,0.12,0.274,0.276,0.33
30015,0.134,0.199,0.154,0.513
30016,0.101,0.137,0.365,0.397
30017,0.445,0.22,0.114,0.221
30018,0.283,0.147,0.202,0.368
30019,0.474,0.148,0.196,0.182
30020,0.103,0.15,0.361,0.386
30021,0.265,0.31,0.102,0.323
30022,0.259,0.461,0.068,0.212
30023,0.071,0.672,0.095,0.162
30024,0.523,0.155,0.103,0.219
30025,0.145,0.143,0.197,0.515
30026,0.541,0.246,0.077,0.136
30027,0.243,0.198,0.132,0.427
30028,0.263,0.127,0.118,0.492
30029,0.158,0.249,0.089,0.504
30030,0.155,0.131,0.216,0.498
30031,0.402,0.081,0.279,0.238
30032,0.134,0.33,0.102,0.434
30033,0.317,0.27,0.196,0.217
30034,0.074,0.167,0.439,0.32
30035,0.102,0.288,0.104,0.506
30036,0.126,0.229,0.089,0.556
30037,0.143,0.091,0.244,0.522
30038,0.128,0.342,0.362,0.168
30039,0.196,0.113,0.178,0.513
30040,0.206,0.093,0.114,0.587
30041,0.196,0.282,0.158,0.364
30042,0.071,0.435,0.175,0.319
30043,0.273,0.109,0.08,0.538
30044,0.244,0.124,0.292,0.34
30045,0.362,0.132,0.082,0.424
30046,0.269,0.098,0.083,0.55
30047,0.118,0.103,0.109,0.67
30048,0.177,0.142,0.193,0.488
30049,0.081,0.241,0.058,0.62
30050,0.479,0.184,0.077,0.26
30051,0.14,0.102,0.065,0.693
30052,0.101,0.175,0.135,0.589
30053,0.093,0.219,0.102,0.586
30054,0.102,0.086,0.325,0.487
30055,0.163,0.251,0.286,0.3
30056,0.087,0.092,0.407,0.414
30057,0.066,0.123,0.476,0.335
30058,0.392,0.085,0.094,0.429
30059,0.218,0.245,0.211,0.326
30060,0.099,0.243,0.233,0.425
30061,0.564,0.196,0.087,0.153
30062,0.27,0.123,0.156,0.451
30063,0.239,0.195,0.146,0.42
30064,0.176,0.315,0.116,0.393
30065,0.216,0.168,0.288,0.328
30066,0.218,0.303,0.193,0.286
30067,0.243,0.157,0.401,0.199
30068,0.127,0.323,0.224,0.326
30069,0.127,0.142,0.29,0.441
30070,0.233,0.315,0.157,0.295
30071,0.492,0.106,0.13,0.272
30072,0.193,0.392,0.091,0.324
30073,0.232,0.353,0.256,0.159
30074,0.118,0.207,0.117,0.558
30075,0.319,0.133,0.123,0.425
30076,0.233,0.313,0.29,0.164
30077,0.134,0.11,0.316,0.44
30078,0.363,0.133,0.254,0.25
30079,0.276,0.172,0.219,0.333
30080,0.109,0.271,0.411,0.209
30081,0.287,0.132,0.373,0.208
30082,0.171,0.463,0.113,0.253
30083,0.147,0.537,0.095,0.221
30084,0.28,0.237,0.268,0.215
30085,0.134,0.149,0.35,0.367
30086,0.503,0.155,0.109,0.233
30087,0.16,0.154,0.172,0.514
30088,0.076,0.369,0.324,0.231
30089,0.133,0.119,0.16,0.588
30090,0.123,0.372,0.156,0.349
30091,0.1,0.312,0.392,0.196
30092,0.251,0.406,0.113,0.23
30093,0.18,0.52,0.148,0.152
30094,0.151,0.384,0.258,0.207
30095,0.096,0.331,0.22,0.353
