No,Ch1,Ch2,Ch3,Ch4,Result,ANS,Accuracy
20402,0.472,0.12,0.097,0.311,Ch1,Ch1,1
20403,0.396,0.124,0.137,0.343,Ch1,Ch3,0
20404,0.306,0.135,0.196,0.363,Ch4,Ch1,0
20405,0.427,0.12,0.17,0.283,Ch1,Ch3,0
20406,0.122,0.124,0.415,0.339,Ch3,Ch1,0
20407,0.22,0.171,0.227,0.382,Ch4,Ch4,1
20408,0.215,0.386,0.137,0.262,Ch2,Ch4,0
20409,0.213,0.223,0.253,0.311,Ch4,Ch4,1
20410,0.139,0.372,0.182,0.307,Ch2,Ch2,1
20411,0.138,0.39,0.133,0.339,Ch2,Ch2,1
20412,0.144,0.184,0.355,0.317,Ch3,Ch4,0
20413,0.159,0.387,0.238,0.216,Ch2,Ch2,1
20414,0.143,0.298,0.161,0.398,Ch4,Ch4,1
20415,0.225,0.191,0.161,0.423,Ch4,Ch4,1
20416,0.262,0.165,0.179,0.394,Ch4,Ch4,1
20417,0.136,0.163,0.395,0.306,Ch3,Ch3,1
20418,0.235,0.112,0.324,0.329,Ch4,Ch3,0
20419,0.401,0.154,0.136,0.309,Ch1,Ch1,1
20420,0.144,0.152,0.394,0.31,Ch3,Ch3,1
20421,0.137,0.247,0.203,0.413,Ch4,Ch4,1
20422,0.221,0.331,0.141,0.307,Ch2,Ch4,0
20423,0.137,0.28,0.29,0.293,Ch4,Ch3,0
20424,0.131,0.463,0.15,0.256,Ch2,Ch2,1
20425,0.231,0.386,0.105,0.278,Ch2,Ch2,1
20426,0.139,0.557,0.108,0.196,Ch2,Ch2,1
20427,0.422,0.154,0.21,0.214,Ch1,Ch4,0
20428,0.261,0.304,0.147,0.288,Ch2,Ch4,0
20429,0.137,0.261,0.326,0.276,Ch3,Ch4,0
20430,0.186,0.176,0.178,0.46,Ch4,Ch4,1
20431,0.316,0.244,0.122,0.318,Ch4,Ch4,1
20432,0.464,0.16,0.139,0.237,Ch1,Ch4,0
20433,0.221,0.151,0.181,0.447,Ch4,Ch4,1
20434,0.104,0.508,0.145,0.243,Ch2,Ch4,0
20435,0.387,0.126,0.23,0.257,Ch1,Ch4,0
20436,0.399,0.218,0.115,0.268,Ch1,Ch4,0
20437,0.391,0.226,0.127,0.256,Ch1,Ch4,0
20438,0.154,0.447,0.113,0.286,Ch2,Ch2,1
20439,0.423,0.121,0.131,0.325,Ch1,Ch4,0
20440,0.332,0.118,0.227,0.323,Ch1,Ch4,0
20441,0.184,0.272,0.322,0.222,Ch3,Ch4,0
20442,0.143,0.414,0.151,0.292,Ch2,Ch4,0
20443,0.122,0.174,0.419,0.285,Ch3,Ch3,1
20444,0.225,0.168,0.192,0.415,Ch4,Ch4,1
20445,0.109,0.552,0.1,0.239,Ch2,Ch3,0
20446,0.113,0.272,0.275,0.34,Ch4,Ch3,0
20447,0.103,0.369,0.273,0.255,Ch2,Ch2,1
20448,0.057,0.141,0.577,0.225,Ch3,Ch3,1
20449,0.209,0.106,0.351,0.334,Ch3,Ch3,1
20450,0.417,0.264,0.149,0.17,Ch1,Ch1,1
20451,0.128,0.163,0.555,0.154,Ch3,Ch3,1
20452,0.093,0.07,0.57,0.267,Ch3,Ch3,1
20453,0.125,0.452,0.077,0.346,Ch2,Ch1,0
20454,0.106,0.235,0.133,0.526,Ch4,Ch3,0
20455,0.186,0.218,0.106,0.49,Ch4,Ch1,0
20456,0.13,0.088,0.269,0.513,Ch4,Ch1,0
20457,0.219,0.088,0.222,0.471,Ch4,Ch1,0
20458,0.068,0.078,0.543,0.311,Ch3,Ch3,1
20459,0.128,0.088,0.287,0.497,Ch4,Ch3,0
20460,0.091,0.427,0.087,0.395,Ch2,Ch2,1
20461,0.095,0.237,0.345,0.323,Ch3,Ch3,1
20462,0.088,0.078,0.427,0.407,Ch3,Ch3,1
20463,0.36,0.113,0.103,0.424,Ch4,Ch1,0
20464,0.256,0.365,0.118,0.261,Ch2,Ch4,0
20465,0.222,0.094,0.347,0.337,Ch3,Ch4,0
20466,0.118,0.123,0.365,0.394,Ch4,Ch4,1
20467,0.234,0.114,0.215,0.437,Ch4,Ch4,1
20468,0.09,0.224,0.197,0.489,Ch4,Ch4,1
20469,0.172,0.221,0.341,0.266,Ch3,Ch3,1
20470,0.092,0.194,0.128,0.586,Ch4,Ch4,1
20471,0.079,0.088,0.391,0.442,Ch4,Ch4,1
20472,0.141,0.286,0.123,0.45,Ch4,Ch4,1
20473,0.325,0.405,0.098,0.172,Ch2,Ch4,0
20474,0.122,0.183,0.308,0.387,Ch4,Ch4,1
20475,0.13,0.486,0.122,0.262,Ch2,Ch2,1
20476,0.283,0.248,0.126,0.343,Ch4,Ch4,1
20477,0.134,0.32,0.101,0.445,Ch4,Ch4,1
20478,0.086,0.376,0.152,0.386,Ch4,Ch4,1
20479,0.095,0.279,0.098,0.528,Ch4,Ch4,1
20480,0.135,0.151,0.105,0.609,Ch4,Ch4,1
20481,0.127,0.512,0.091,0.27,Ch2,Ch4,0
20482,0.348,0.142,0.265,0.245,Ch1,Ch3,0
20483,0.263,0.266,0.149,0.322,Ch4,Ch2,0
20484,0.325,0.115,0.284,0.276,Ch1,Ch2,0
20485,0.351,0.154,0.226,0.269,Ch1,Ch2,0
20486,0.166,0.347,0.277,0.21,Ch2,Ch1,0
20487,0.189,0.4,0.1,0.311,Ch2,Ch2,1
20488,0.239,0.302,0.112,0.347,Ch4,Ch3,0
20489,0.148,0.144,0.258,0.45,Ch4,Ch3,0
20490,0.273,0.128,0.292,0.307,Ch4,Ch2,0
20491,0.142,0.166,0.256,0.436,Ch4,Ch2,0
20492,0.133,0.142,0.246,0.479,Ch4,Ch2,0
20493,0.099,0.141,0.458,0.302,Ch3,Ch2,0
20494,0.244,0.11,0.405,0.241,Ch3,Ch3,1
20495,0.26,0.19,0.151,0.399,Ch4,Ch2,0
20496,0.109,0.545,0.127,0.219,Ch2,Ch2,1
20497,0.314,0.268,0.144,0.274,Ch1,Ch2,0
20498,0.16,0.121,0.243,0.476,Ch4,Ch2,0
20499,0.165,0.133,0.292,0.41,Ch4,Ch2,0
20500,0.35,0.205,0.21,0.235,Ch1,Ch2,0
20501,0.351,0.131,0.111,0.407,Ch4,Ch2,0
20502,0.229,0.21,0.289,0.272,Ch3,Ch3,1
20503,0.39,0.163,0.135,0.312,Ch1,Ch1,1
20504,0.164,0.412,0.13,0.294,Ch2,Ch2,1
20505,0.128,0.148,0.399,0.325,Ch3,Ch3,1
20506,0.139,0.206,0.211,0.444,Ch4,Ch4,1
20507,0.134,0.265,0.36,0.241,Ch3,Ch3,1
20508,0.111,0.374,0.179,0.336,Ch2,Ch2,1
20509,0.115,0.319,0.203,0.363,Ch4,Ch4,1
20510,0.193,0.167,0.174,0.466,Ch4,Ch4,1
20511,0.18,0.158,0.216,0.446,Ch4,Ch4,1
20512,0.368,0.129,0.167,0.336,Ch1,Ch1,1
20513,0.243,0.263,0.216,0.278,Ch4,Ch1,0
20514,0.143,0.15,0.188,0.519,Ch4,Ch4,1
20515,0.156,0.264,0.323,0.257,Ch3,Ch3,1
20516,0.352,0.156,0.169,0.323,Ch1,Ch1,1
20517,0.179,0.236,0.252,0.333,Ch4,Ch3,0
20518,0.118,0.169,0.339,0.374,Ch4,Ch3,0
20519,0.148,0.156,0.173,0.523,Ch4,Ch4,1
20520,0.444,0.107,0.091,0.358,Ch1,Ch1,1
20521,0.332,0.211,0.243,0.214,Ch1,Ch1,1
20522,0.294,0.13,0.337,0.239,Ch3,Ch3,1
20523,0.141,0.241,0.301,0.317,Ch4,Ch4,1
20524,0.268,0.189,0.228,0.315,Ch4,Ch4,1
20525,0.223,0.263,0.357,0.157,Ch3,Ch3,1
20526,0.164,0.298,0.178,0.36,Ch4,Ch4,1
20527,0.22,0.382,0.137,0.261,Ch2,Ch4,0
20528,0.439,0.148,0.171,0.242,Ch1,Ch4,0
20529,0.109,0.446,0.192,0.253,Ch2,Ch4,0
20530,0.194,0.306,0.136,0.364,Ch4,Ch4,1
20531,0.267,0.378,0.17,0.185,Ch2,Ch1,0
20532,0.363,0.248,0.129,0.26,Ch1,Ch4,0
20533,0.146,0.37,0.192,0.292,Ch2,Ch4,0
20534,0.178,0.234,0.189,0.399,Ch4,Ch4,1
20535,0.234,0.172,0.206,0.388,Ch4,Ch4,1
20536,0.252,0.229,0.139,0.38,Ch4,Ch4,1
20537,0.292,0.173,0.27,0.265,Ch1,Ch4,0
20538,0.149,0.213,0.286,0.352,Ch4,Ch4,1
20539,0.157,0.144,0.296,0.403,Ch4,Ch4,1
20540,0.413,0.189,0.204,0.194,Ch1,Ch1,1
20541,0.183,0.205,0.169,0.443,Ch4,Ch3,0
20542,0.085,0.259,0.387,0.269,Ch3,Ch3,1
20543,0.31,0.243,0.107,0.34,Ch4,Ch2,0
20544,0.266,0.126,0.21,0.398,Ch4,Ch3,0
20545,0.17,0.124,0.316,0.39,Ch4,Ch4,1
20546,0.36,0.097,0.194,0.349,Ch1,Ch1,1
20547,0.378,0.25,0.084,0.288,Ch1,Ch1,1
20548,0.14,0.323,0.118,0.419,Ch4,Ch4,1
20549,0.221,0.305,0.13,0.344,Ch4,Ch1,0
20550,0.12,0.362,0.095,0.423,Ch4,Ch2,0
20551,0.133,0.388,0.103,0.376,Ch2,Ch2,1
20552,0.142,0.327,0.223,0.308,Ch2,Ch4,0
20553,0.197,0.088,0.515,0.2,Ch3,Ch3,1
20554,0.127,0.12,0.316,0.437,Ch4,Ch4,1
20555,0.237,0.187,0.104,0.472,Ch4,Ch4,1
20556,0.293,0.123,0.143,0.441,Ch4,Ch1,0
20557,0.109,0.165,0.128,0.598,Ch4,Ch4,1
20558,0.219,0.172,0.109,0.5,Ch4,Ch4,1
20559,0.247,0.281,0.255,0.217,Ch2,Ch4,0
20560,0.253,0.389,0.165,0.193,Ch2,Ch1,0
20561,0.177,0.321,0.225,0.277,Ch2,Ch2,1
20562,0.238,0.298,0.223,0.241,Ch2,Ch1,0
20563,0.193,0.313,0.204,0.29,Ch2,Ch2,1
20564,0.24,0.233,0.208,0.319,Ch4,Ch1,0
20565,0.261,0.271,0.198,0.27,Ch2,Ch3,0
20566,0.163,0.191,0.373,0.273,Ch3,Ch3,1
20567,0.185,0.271,0.322,0.222,Ch3,Ch2,0
20568,0.165,0.225,0.375,0.235,Ch3,Ch3,1
20569,0.176,0.332,0.263,0.229,Ch2,Ch2,1
20570,0.139,0.383,0.183,0.295,Ch2,Ch2,1
20571,0.229,0.284,0.189,0.298,Ch4,Ch1,0
20572,0.313,0.175,0.248,0.264,Ch1,Ch1,1
20573,0.29,0.284,0.17,0.256,Ch1,Ch1,1
20574,0.247,0.297,0.188,0.268,Ch2,Ch1,0
20575,0.317,0.273,0.159,0.251,Ch1,Ch2,0
20576,0.224,0.319,0.237,0.22,Ch2,Ch2,1
20577,0.221,0.226,0.283,0.27,Ch3,Ch1,0
20578,0.528,0.169,0.084,0.219,Ch1,Ch3,0
20579,0.208,0.559,0.077,0.156,Ch2,Ch2,1
20580,0.323,0.132,0.408,0.137,Ch3,Ch2,0
20581,0.187,0.553,0.111,0.149,Ch2,Ch1,0
20582,0.1,0.129,0.371,0.4,Ch4,Ch2,0
20583,0.113,0.352,0.109,0.426,Ch4,Ch3,0
20584,0.106,0.627,0.124,0.143,Ch2,Ch1,0
20585,0.162,0.318,0.187,0.333,Ch4,Ch1,0
20586,0.603,0.12,0.077,0.2,Ch1,Ch2,0
20587,0.11,0.108,0.158,0.624,Ch4,Ch3,0
20588,0.073,0.455,0.101,0.371,Ch2,Ch3,0
20589,0.162,0.602,0.066,0.17,Ch2,Ch3,0
20590,0.071,0.651,0.088,0.19,Ch2,Ch1,0
20591,0.066,0.534,0.148,0.252,Ch2,Ch1,0
20592,0.104,0.487,0.078,0.331,Ch2,Ch3,0
20593,0.093,0.471,0.088,0.348,Ch2,Ch3,0
20594,0.095,0.279,0.162,0.464,Ch4,Ch1,0
20595,0.11,0.159,0.106,0.625,Ch4,Ch3,0
20596,0.284,0.099,0.119,0.498,Ch4,Ch3,0
20597,0.141,0.139,0.437,0.283,Ch3,Ch4,0
20598,0.117,0.329,0.145,0.409,Ch4,Ch4,1
20599,0.322,0.091,0.266,0.321,Ch1,Ch4,0
20600,0.077,0.439,0.277,0.207,Ch2,Ch4,0
20601,0.309,0.135,0.338,0.218,Ch3,Ch4,0
20602,0.092,0.236,0.148,0.524,Ch4,Ch4,1
20603,0.252,0.094,0.106,0.548,Ch4,Ch4,1
20604,0.19,0.093,0.203,0.514,Ch4,Ch4,1
20605,0.147,0.118,0.15,0.585,Ch4,Ch4,1
20606,0.119,0.147,0.126,0.608,Ch4,Ch4,1
20607,0.118,0.216,0.172,0.494,Ch4,Ch4,1
20608,0.169,0.328,0.267,0.236,Ch2,Ch3,0
20609,0.172,0.126,0.257,0.445,Ch4,Ch4,1
20610,0.094,0.349,0.073,0.484,Ch4,Ch3,0
20611,0.127,0.094,0.283,0.496,Ch4,Ch4,1
20612,0.113,0.133,0.192,0.562,Ch4,Ch4,1
20613,0.165,0.108,0.151,0.576,Ch4,Ch4,1
20614,0.377,0.238,0.057,0.328,Ch1,Ch4,0
20615,0.28,0.118,0.09,0.512,Ch4,Ch4,1
20616,0.093,0.296,0.094,0.517,Ch4,Ch2,0
20617,0.064,0.12,0.591,0.225,Ch3,Ch3,1
20618,0.327,0.166,0.257,0.25,Ch1,Ch4,0
20619,0.276,0.145,0.11,0.469,Ch4,Ch4,1
20620,0.104,0.482,0.081,0.333,Ch2,Ch2,1
20621,0.536,0.106,0.072,0.286,Ch1,Ch1,1
20622,0.086,0.135,0.443,0.336,Ch3,Ch4,0
20623,0.115,0.243,0.309,0.333,Ch4,Ch3,0
20624,0.104,0.309,0.107,0.48,Ch4,Ch4,1
20625,0.199,0.149,0.402,0.25,Ch3,Ch4,0
20626,0.13,0.158,0.12,0.592,Ch4,Ch4,1
20627,0.301,0.162,0.211,0.326,Ch4,Ch4,1
20628,0.303,0.118,0.124,0.455,Ch4,Ch4,1
20629,0.108,0.119,0.137,0.636,Ch4,Ch4,1
20630,0.291,0.096,0.148,0.465,Ch4,Ch4,1
20631,0.1,0.354,0.075,0.471,Ch4,Ch4,1
20632,0.102,0.104,0.391,0.403,Ch4,Ch3,0
20633,0.231,0.133,0.13,0.506,Ch4,Ch4,1
20634,0.237,0.075,0.443,0.245,Ch3,Ch3,1
20635,0.146,0.317,0.294,0.243,Ch2,Ch2,1
20636,0.346,0.224,0.243,0.187,Ch1,Ch2,0
20637,0.238,0.363,0.192,0.207,Ch2,Ch3,0
20638,0.432,0.27,0.089,0.209,Ch1,Ch3,0
20639,0.244,0.248,0.26,0.248,Ch3,Ch2,0
20640,0.117,0.428,0.264,0.191,Ch2,Ch1,0
20641,0.307,0.228,0.135,0.33,Ch4,Ch3,0
20642,0.254,0.193,0.252,0.301,Ch4,Ch2,0
20643,0.293,0.162,0.202,0.343,Ch4,Ch2,0
20644,0.278,0.145,0.256,0.321,Ch4,Ch3,0
20645,0.314,0.296,0.148,0.242,Ch1,Ch3,0
20646,0.269,0.269,0.24,0.222,Ch1,Ch2,0
20647,0.246,0.12,0.386,0.248,Ch3,Ch3,1
20648,0.357,0.158,0.157,0.328,Ch1,Ch3,0
20649,0.272,0.299,0.199,0.23,Ch2,Ch2,1
20650,0.221,0.312,0.238,0.229,Ch2,Ch1,0
20651,0.179,0.215,0.204,0.402,Ch4,Ch2,0
20652,0.332,0.216,0.225,0.227,Ch1,Ch4,0
20653,0.18,0.346,0.21,0.264,Ch2,Ch2,1
20654,0.368,0.353,0.079,0.2,Ch1,Ch1,1
20655,0.089,0.378,0.376,0.157,Ch2,Ch3,0
20656,0.096,0.508,0.114,0.282,Ch2,Ch4,0
20657,0.101,0.348,0.115,0.436,Ch4,Ch2,0
20658,0.18,0.261,0.156,0.403,Ch4,Ch3,0
20659,0.321,0.119,0.141,0.419,Ch4,Ch3,0
20660,0.118,0.41,0.086,0.386,Ch2,Ch2,1
20661,0.23,0.291,0.073,0.406,Ch4,Ch1,0
20662,0.114,0.26,0.161,0.465,Ch4,Ch2,0
20663,0.241,0.39,0.074,0.295,Ch2,Ch2,1
20664,0.08,0.607,0.084,0.229,Ch2,Ch2,1
20665,0.106,0.323,0.106,0.465,Ch4,Ch2,0
20666,0.167,0.268,0.136,0.429,Ch4,Ch4,1
20667,0.351,0.165,0.295,0.189,Ch1,Ch1,1
20668,0.102,0.288,0.068,0.542,Ch4,Ch2,0
20669,0.074,0.373,0.083,0.47,Ch4,Ch4,1
20670,0.092,0.225,0.117,0.566,Ch4,Ch4,1
20671,0.255,0.428,0.061,0.256,Ch2,Ch2,1
20672,0.126,0.282,0.365,0.227,Ch3,Ch3,1
20673,0.28,0.34,0.221,0.159,Ch2,Ch2,1
20674,0.402,0.266,0.15,0.182,Ch1,Ch2,0
20675,0.153,0.406,0.274,0.167,Ch2,Ch2,1
20676,0.174,0.291,0.243,0.292,Ch4,Ch1,0
20677,0.16,0.339,0.194,0.307,Ch2,Ch2,1
20678,0.163,0.273,0.308,0.256,Ch3,Ch2,0
20679,0.332,0.245,0.197,0.226,Ch1,Ch3,0
20680,0.269,0.288,0.199,0.244,Ch2,Ch1,0
20681,0.189,0.213,0.304,0.294,Ch3,Ch1,0
20682,0.317,0.254,0.201,0.228,Ch1,Ch1,1
20683,0.201,0.227,0.208,0.364,Ch4,Ch2,0
20684,0.257,0.276,0.275,0.192,Ch2,Ch3,0
20685,0.17,0.434,0.223,0.173,Ch2,Ch2,1
20686,0.208,0.226,0.205,0.361,Ch4,Ch4,1
20687,0.182,0.408,0.183,0.227,Ch2,Ch2,1
20688,0.198,0.229,0.374,0.199,Ch3,Ch1,0
20689,0.389,0.258,0.185,0.168,Ch1,Ch3,0
20690,0.187,0.403,0.247,0.163,Ch2,Ch2,1
20691,0.2,0.228,0.396,0.176,Ch3,Ch3,1
20692,0.121,0.216,0.412,0.251,Ch3,Ch4,0
20693,0.281,0.309,0.115,0.295,Ch2,Ch4,0
20694,0.304,0.207,0.191,0.298,Ch1,Ch4,0
20695,0.212,0.302,0.207,0.279,Ch2,Ch3,0
20696,0.362,0.116,0.364,0.158,Ch3,Ch2,0
20697,0.281,0.125,0.407,0.187,Ch3,Ch3,1
20698,0.511,0.174,0.12,0.195,Ch1,Ch4,0
20699,0.091,0.499,0.219,0.191,Ch2,Ch4,0
20700,0.339,0.136,0.139,0.386,Ch4,Ch3,0
20701,0.264,0.132,0.216,0.388,Ch4,Ch4,1
20702,0.171,0.368,0.353,0.108,Ch2,Ch1,0
20703,0.153,0.199,0.163,0.485,Ch4,Ch3,0
20704,0.208,0.251,0.117,0.424,Ch4,Ch4,1
20705,0.375,0.236,0.138,0.251,Ch1,Ch2,0
20706,0.567,0.112,0.108,0.213,Ch1,Ch4,0
20707,0.29,0.262,0.129,0.319,Ch4,Ch2,0
20708,0.109,0.419,0.121,0.351,Ch2,Ch4,0
20709,0.198,0.275,0.313,0.214,Ch3,Ch3,1
20710,0.134,0.448,0.148,0.27,Ch2,Ch2,1
20711,0.129,0.304,0.309,0.258,Ch3,Ch3,1
20712,0.19,0.333,0.166,0.311,Ch2,Ch3,0
20713,0.212,0.201,0.285,0.302,Ch4,Ch3,0
20714,0.267,0.245,0.181,0.307,Ch4,Ch3,0
20715,0.142,0.296,0.174,0.388,Ch4,Ch2,0
20716,0.375,0.167,0.14,0.318,Ch1,Ch1,1
20717,0.222,0.361,0.11,0.307,Ch2,Ch2,1
20718,0.226,0.5,0.084,0.19,Ch2,Ch2,1
20719,0.489,0.142,0.13,0.239,Ch1,Ch1,1
20720,0.129,0.383,0.15,0.338,Ch2,Ch4,0
20721,0.136,0.135,0.412,0.317,Ch3,Ch3,1
20722,0.16,0.159,0.332,0.349,Ch4,Ch4,1
20723,0.153,0.169,0.36,0.318,Ch3,Ch4,0
20724,0.1,0.217,0.399,0.284,Ch3,Ch2,0
20725,0.134,0.423,0.145,0.298,Ch2,Ch2,1
20726,0.147,0.365,0.123,0.365,Ch2,Ch2,1
20727,0.107,0.143,0.406,0.344,Ch3,Ch4,0
20728,0.178,0.139,0.379,0.304,Ch3,Ch3,1
20729,0.116,0.503,0.146,0.235,Ch2,Ch2,1
20730,0.202,0.165,0.4,0.233,Ch3,Ch2,0
20731,0.323,0.176,0.193,0.308,Ch1,Ch2,0
20732,0.382,0.147,0.178,0.293,Ch1,Ch1,1
20733,0.118,0.433,0.129,0.32,Ch2,Ch3,0
20734,0.34,0.249,0.154,0.257,Ch1,Ch1,1
20735,0.478,0.112,0.117,0.293,Ch1,Ch4,0
20736,0.156,0.12,0.349,0.375,Ch4,Ch3,0
20737,0.315,0.166,0.194,0.325,Ch4,Ch3,0
20738,0.199,0.151,0.3,0.35,Ch4,Ch1,0
20739,0.348,0.178,0.275,0.199,Ch1,Ch1,1
20740,0.292,0.216,0.124,0.368,Ch4,Ch1,0
20741,0.195,0.145,0.385,0.275,Ch3,Ch1,0
20742,0.36,0.13,0.202,0.308,Ch1,Ch4,0
20743,0.26,0.26,0.122,0.358,Ch4,Ch1,0
20744,0.128,0.429,0.127,0.316,Ch2,Ch2,1
20745,0.261,0.254,0.269,0.216,Ch3,Ch4,0
20746,0.112,0.203,0.266,0.419,Ch4,Ch2,0
20747,0.116,0.518,0.142,0.224,Ch2,Ch1,0
20748,0.133,0.331,0.246,0.29,Ch2,Ch3,0
20749,0.126,0.3,0.152,0.422,Ch4,Ch3,0
20750,0.415,0.13,0.235,0.22,Ch1,Ch1,1
20751,0.234,0.245,0.156,0.365,Ch4,Ch2,0
20752,0.108,0.123,0.479,0.29,Ch3,Ch3,1
20753,0.222,0.127,0.242,0.409,Ch4,Ch1,0
20754,0.202,0.114,0.284,0.4,Ch4,Ch1,0
20755,0.153,0.524,0.118,0.205,Ch2,Ch2,1
20756,0.135,0.195,0.167,0.503,Ch4,Ch2,0
20757,0.125,0.115,0.244,0.516,Ch4,Ch3,0
20758,0.19,0.209,0.43,0.171,Ch3,Ch3,1
20759,0.302,0.143,0.178,0.377,Ch4,Ch1,0
20760,0.121,0.224,0.148,0.507,Ch4,Ch2,0
20761,0.113,0.157,0.506,0.224,Ch3,Ch3,1
20762,0.46,0.18,0.097,0.263,Ch1,Ch1,1
20763,0.221,0.334,0.116,0.329,Ch2,Ch2,1
20764,0.178,0.13,0.131,0.561,Ch4,Ch1,0
20765,0.195,0.153,0.192,0.46,Ch4,Ch1,0
20766,0.153,0.194,0.194,0.459,Ch4,Ch3,0
20767,0.109,0.225,0.392,0.274,Ch3,Ch3,1
20768,0.12,0.384,0.124,0.372,Ch2,Ch2,1
20769,0.501,0.194,0.133,0.172,Ch1,Ch1,1
20770,0.162,0.209,0.16,0.469,Ch4,Ch4,1
20771,0.147,0.18,0.44,0.233,Ch3,Ch4,0
20772,0.398,0.157,0.128,0.317,Ch1,Ch4,0
20773,0.155,0.164,0.142,0.539,Ch4,Ch4,1
20774,0.096,0.145,0.53,0.229,Ch3,Ch3,1
20775,0.229,0.475,0.092,0.204,Ch2,Ch2,1
20776,0.143,0.149,0.117,0.591,Ch4,Ch4,1
20777,0.126,0.179,0.208,0.487,Ch4,Ch4,1
20778,0.142,0.542,0.116,0.2,Ch2,Ch4,0
20779,0.182,0.175,0.126,0.517,Ch4,Ch4,1
20780,0.141,0.164,0.153,0.542,Ch4,Ch4,1
20781,0.545,0.156,0.108,0.191,Ch1,Ch4,0
20782,0.428,0.11,0.129,0.333,Ch1,Ch4,0
20783,0.122,0.262,0.217,0.399,Ch4,Ch4,1
20784,0.175,0.152,0.132,0.541,Ch4,Ch4,1
20785,0.17,0.138,0.17,0.522,Ch4,Ch4,1
20786,0.367,0.13,0.098,0.405,Ch4,Ch4,1
20787,0.188,0.344,0.141,0.327,Ch2,Ch4,0
20788,0.362,0.218,0.121,0.299,Ch1,Ch1,1
20789,0.204,0.44,0.138,0.218,Ch2,Ch2,1
20790,0.326,0.181,0.206,0.287,Ch1,Ch1,1
20791,0.219,0.237,0.281,0.263,Ch3,Ch2,0
20792,0.298,0.216,0.162,0.324,Ch4,Ch1,0
20793,0.276,0.286,0.191,0.247,Ch2,Ch1,0
20794,0.125,0.19,0.27,0.415,Ch4,Ch3,0
20795,0.277,0.314,0.186,0.223,Ch2,Ch2,1
20796,0.247,0.176,0.28,0.297,Ch4,Ch3,0
20797,0.164,0.204,0.268,0.364,Ch4,Ch4,1
20798,0.167,0.393,0.126,0.314,Ch2,Ch2,1
20799,0.158,0.234,0.324,0.284,Ch3,Ch1,0
20800,0.165,0.178,0.144,0.513,Ch4,Ch4,1
20801,0.179,0.18,0.184,0.457,Ch4,Ch4,1
20802,0.147,0.153,0.234,0.466,Ch4,Ch4,1
20803,0.157,0.394,0.103,0.346,Ch2,Ch2,1
20804,0.278,0.17,0.21,0.342,Ch4,Ch1,0
20805,0.153,0.247,0.149,0.451,Ch4,Ch4,1
20806,0.298,0.153,0.168,0.381,Ch4,Ch1,0
20807,0.096,0.323,0.235,0.346,Ch4,Ch3,0
20808,0.134,0.227,0.484,0.155,Ch3,Ch1,0
20809,0.226,0.095,0.24,0.439,Ch4,Ch2,0
20810,0.116,0.167,0.25,0.467,Ch4,Ch1,0
20811,0.278,0.155,0.1,0.467,Ch4,Ch2,0
20812,0.103,0.155,0.332,0.41,Ch4,Ch1,0
20813,0.17,0.094,0.278,0.458,Ch4,Ch2,0
20814,0.072,0.276,0.469,0.183,Ch3,Ch1,0
20815,0.146,0.109,0.313,0.432,Ch4,Ch2,0
20816,0.139,0.247,0.13,0.484,Ch4,Ch3,0
20817,0.188,0.098,0.273,0.441,Ch4,Ch2,0
20818,0.277,0.132,0.151,0.44,Ch4,Ch1,0
20819,0.268,0.168,0.076,0.488,Ch4,Ch3,0
20820,0.239,0.497,0.121,0.143,Ch2,Ch1,0
20821,0.582,0.147,0.1,0.171,Ch1,Ch2,0
20822,0.298,0.124,0.204,0.374,Ch4,Ch3,0
20823,0.204,0.137,0.191,0.468,Ch4,Ch2,0
20824,0.335,0.167,0.075,0.423,Ch4,Ch3,0
20825,0.29,0.236,0.234,0.24,Ch1,Ch3,0
20826,0.164,0.34,0.239,0.257,Ch2,Ch1,0
20827,0.211,0.231,0.218,0.34,Ch4,Ch1,0
20828,0.27,0.21,0.221,0.299,Ch4,Ch4,1
20829,0.128,0.424,0.206,0.242,Ch2,Ch1,0
20830,0.231,0.13,0.372,0.267,Ch3,Ch2,0
20831,0.235,0.186,0.228,0.351,Ch4,Ch2,0
20832,0.158,0.372,0.223,0.247,Ch2,Ch4,0
20833,0.146,0.22,0.278,0.356,Ch4,Ch2,0
20834,0.384,0.148,0.251,0.217,Ch1,Ch4,0
20835,0.174,0.228,0.213,0.385,Ch4,Ch2,0
20836,0.32,0.145,0.253,0.282,Ch1,Ch4,0
20837,0.183,0.176,0.222,0.419,Ch4,Ch4,1
20838,0.359,0.151,0.238,0.252,Ch1,Ch4,0
20839,0.196,0.406,0.148,0.25,Ch2,Ch3,0
20840,0.161,0.234,0.342,0.263,Ch3,Ch4,0
20841,0.22,0.248,0.319,0.213,Ch3,Ch4,0
20842,0.18,0.179,0.208,0.433,Ch4,Ch4,1
20843,0.339,0.156,0.201,0.304,Ch1,Ch3,0
20844,0.188,0.139,0.489,0.184,Ch3,Ch2,0
20845,0.256,0.15,0.153,0.441,Ch4,Ch3,0
20846,0.272,0.086,0.503,0.139,Ch3,Ch2,0
20847,0.204,0.107,0.264,0.425,Ch4,Ch3,0
20848,0.135,0.317,0.203,0.345,Ch4,Ch1,0
20849,0.224,0.129,0.13,0.517,Ch4,Ch2,0
20850,0.201,0.202,0.104,0.493,Ch4,Ch3,0
20851,0.121,0.225,0.137,0.517,Ch4,Ch2,0
