Task,Ch1,Ch2,Ch3,Ch4,test,,Ch1,Ch2,Ch3,Ch4,,
2,0.144,0.17,0.186,0.5,Ch4,,0,0,0,1,Ch4,1
3,0.522,0.158,0.152,0.168,Ch1,,1,0,0,0,Ch1,1
5,0.43,0.076,0.078,0.416,Ch1,,0,0,1,0,Ch3,0
6,0.204,0.164,0.19,0.442,Ch4,,0,0,0,1,Ch4,1
7,0.202,0.144,0.18,0.474,Ch4,,0,0,0,1,Ch4,1
8,0.57,0.18,0.142,0.108,Ch1,,1,0,0,0,Ch1,1
10,0.11,0.11,0.676,0.104,Ch3,,0,0,1,0,Ch3,1
11,0.13,0.132,0.164,0.574,Ch4,,0,0,0,1,Ch4,1
12,0.524,0.098,0.18,0.198,Ch1,,1,0,0,0,Ch1,1
13,0.288,0.056,0.222,0.434,Ch4,,0,1,0,0,Ch2,0
14,0.134,0.358,0.282,0.226,Ch2,,0,1,0,0,Ch2,1
14,0.186,0.362,0.23,0.222,Ch2,,0,1,0,0,Ch2,1
14,0.242,0.054,0.268,0.436,Ch4,,0,1,0,0,Ch2,0
15,0.188,0.148,0.152,0.512,Ch4,,0,0,0,1,Ch4,1
15,0.198,0.15,0.19,0.462,Ch4,,0,0,0,1,Ch4,1
15,0.2,0.054,0.304,0.442,Ch4,,0,0,0,1,Ch4,1
16,0.166,0.062,0.312,0.46,Ch4,,0,0,1,0,Ch3,0
18,0.13,0.164,0.432,0.274,Ch3,,0,0,1,0,Ch3,1
18,0.116,0.16,0.446,0.278,Ch3,,0,0,1,0,Ch3,1
19,0.202,0.164,0.492,0.142,Ch3,,0,0,1,0,Ch3,1
2,0.24,0.352,0.254,0.154,Ch2,,1,0,0,0,Ch1,0
2,0.268,0.332,0.276,0.124,Ch2,,1,0,0,0,Ch1,0
2,0.31,0.344,0.206,0.14,Ch2,,1,0,0,0,Ch1,0
7,0.136,0.612,0.178,0.074,Ch2,,0,1,0,0,Ch2,1
11,0.212,0.558,0.108,0.122,Ch2,,0,1,0,0,Ch2,1
13,0.452,0.25,0.16,0.138,Ch1,,1,0,0,0,Ch1,1
15,0.182,0.564,0.114,0.14,Ch2,,0,1,0,0,Ch2,1
17,0.448,0.268,0.14,0.144,Ch1,,1,0,0,0,Ch1,1
3,0.058,0.678,0.204,0.06,Ch2,,0,0,1,0,Ch3,0
6,0.188,0.494,0.178,0.14,Ch2,,0,1,0,0,Ch2,1
6,0.146,0.556,0.162,0.136,Ch2,,0,1,0,0,Ch2,1
6,0.146,0.588,0.198,0.068,Ch2,,0,1,0,0,Ch2,1
7,0.388,0.34,0.17,0.102,Ch1,,1,0,0,0,Ch1,1
7,0.376,0.288,0.224,0.112,Ch1,,1,0,0,0,Ch1,1
8,0.206,0.496,0.186,0.112,Ch2,,0,1,0,0,Ch2,1
8,0.164,0.516,0.184,0.136,Ch2,,0,1,0,0,Ch2,1
10,0.122,0.576,0.168,0.134,Ch2,,0,1,0,0,Ch2,1
11,0.476,0.28,0.104,0.14,Ch1,,1,0,0,0,Ch1,1
13,0.12,0.324,0.398,0.158,Ch3,,0,0,1,0,Ch3,1
13,0.102,0.74,0.096,0.062,Ch2,,0,0,1,0,Ch3,0
14,0.122,0.312,0.41,0.156,Ch3,,0,0,1,0,Ch3,1
14,0.138,0.274,0.426,0.162,Ch3,,0,0,1,0,Ch3,1
16,0.112,0.676,0.106,0.106,Ch2,,0,1,0,0,Ch2,1
19,0.172,0.562,0.124,0.142,Ch2,,0,1,0,0,Ch2,1
19,0.186,0.432,0.076,0.306,Ch2,,0,1,0,0,Ch2,1
1,0.124,0.212,0.15,0.514,Ch4,,0,0,0,1,Ch4,1
2,0.152,0.474,0.216,0.158,Ch2,,0,1,0,0,Ch2,1
5,0.192,0.2,0.292,0.316,Ch4,,0,0,0,1,Ch4,1
6,0.242,0.146,0.22,0.392,Ch4,,0,0,0,1,Ch4,1
8,0.416,0.222,0.126,0.236,Ch1,,1,0,0,0,Ch1,1
8,0.154,0.088,0.036,0.722,Ch4,,1,0,0,0,Ch1,0
9,0.424,0.206,0.156,0.214,Ch1,,1,0,0,0,Ch1,1
10,0.53,0.168,0.102,0.2,Ch1,,1,0,0,0,Ch1,1
10,0.198,0.142,0.032,0.628,Ch4,,1,0,0,0,Ch1,0
11,0.188,0.184,0.084,0.544,Ch4,,0,0,0,1,Ch4,1
14,0.136,0.354,0.026,0.484,Ch4,,0,1,0,0,Ch2,0
15,0.204,0.426,0.09,0.28,Ch2,,0,1,0,0,Ch2,1
17,0.524,0.182,0.06,0.234,Ch1,,1,0,0,0,Ch1,1
17,0.262,0.346,0.04,0.352,Ch4,,1,0,0,0,Ch1,0
4,0.014,0.026,0.056,0.904,Ch4,,0,0,0,1,Ch4,1
5,0.06,0.078,0.054,0.808,Ch4,,0,0,0,1,Ch4,1
6,0.09,0.22,0.308,0.382,Ch4,,0,0,1,0,Ch3,0
11,0.048,0.076,0.114,0.762,Ch4,,0,0,0,1,Ch4,1
12,0.07,0.404,0.07,0.456,Ch4,,0,1,0,0,Ch2,0
15,0.094,0.268,0.11,0.528,Ch4,,0,0,0,1,Ch4,1
15,0.062,0.204,0.112,0.622,Ch4,,0,0,0,1,Ch4,1
16,0.038,0.098,0.042,0.822,Ch4,,0,0,0,1,Ch4,1
1,0.464,0.114,0.122,0.3,Ch1,,0,1,0,0,Ch2,0
2,0.466,0.132,0.184,0.218,Ch1,,1,0,0,0,Ch1,1
3,0.444,0.174,0.162,0.22,Ch1,,1,0,0,0,Ch1,1
4,0.158,0.224,0.144,0.474,Ch4,,0,0,0,1,Ch4,1
6,0.15,0.206,0.206,0.438,Ch4,,0,0,0,1,Ch4,1
6,0.172,0.22,0.156,0.452,Ch4,,0,0,0,1,Ch4,1
7,0.194,0.19,0.312,0.304,Ch3,,0,0,1,0,Ch3,1
9,0.16,0.202,0.43,0.208,Ch3,,0,0,1,0,Ch3,1
13,0.156,0.192,0.12,0.532,Ch4,,0,0,0,1,Ch4,1
14,0.364,0.198,0.156,0.282,Ch1,,1,0,0,0,Ch1,1
16,0.18,0.196,0.144,0.48,Ch4,,0,0,0,1,Ch4,1
16,0.08,0.068,0.054,0.798,Ch4,,0,0,0,1,Ch4,1
3,0.126,0.494,0.152,0.228,Ch2,,0,1,0,0,Ch2,1
5,0.072,0.194,0.524,0.21,Ch3,,0,0,1,0,Ch3,1
6,0.17,0.482,0.176,0.172,Ch2,,0,1,0,0,Ch2,1
7,0.142,0.546,0.178,0.134,Ch2,,0,1,0,0,Ch2,1
8,0.264,0.31,0.234,0.192,Ch2,,1,0,0,0,Ch1,0
8,0.198,0.258,0.218,0.326,Ch4,,1,0,0,0,Ch1,0
8,0.186,0.336,0.278,0.2,Ch2,,1,0,0,0,Ch1,0
9,0.17,0.424,0.208,0.198,Ch2,,0,0,0,1,Ch4,0
10,0.106,0.188,0.548,0.158,Ch3,,0,0,1,0,Ch3,1
11,0.142,0.306,0.158,0.394,Ch4,,0,0,0,1,Ch4,1
13,0.36,0.3,0.162,0.178,Ch1,,1,0,0,0,Ch1,1
19,0.122,0.334,0.218,0.326,Ch2,,0,1,0,0,Ch2,1
19,0.176,0.406,0.236,0.182,Ch2,,0,1,0,0,Ch2,1
19,0.17,0.352,0.148,0.33,Ch2,,0,1,0,0,Ch2,1
1,0.522,0.118,0.116,0.244,Ch1,,1,0,0,0,Ch1,1
4,0.162,0.434,0.166,0.238,Ch2,,0,1,0,0,Ch2,1
5,0.104,0.182,0.076,0.638,Ch4,,0,0,0,1,Ch4,1
5,0.128,0.134,0.09,0.648,Ch4,,0,0,0,1,Ch4,1
7,0.062,0.082,0.102,0.754,Ch4,,0,0,0,1,Ch4,1
7,0.094,0.114,0.058,0.734,Ch4,,0,0,0,1,Ch4,1
9,0.048,0.118,0.098,0.736,Ch4,,0,0,0,1,Ch4,1
10,0.078,0.076,0.086,0.76,Ch4,,0,0,0,1,Ch4,1
11,0.106,0.108,0.408,0.378,Ch3,,0,0,1,0,Ch3,1
11,0.146,0.2,0.36,0.294,Ch3,,0,0,1,0,Ch3,1
12,0.146,0.088,0.246,0.52,Ch4,,0,0,1,0,Ch3,0
12,0.14,0.122,0.436,0.302,Ch3,,0,0,1,0,Ch3,1
16,0.066,0.122,0.068,0.744,Ch4,,0,0,0,1,Ch4,1
18,0.518,0.092,0.142,0.248,Ch1,,1,0,0,0,Ch1,1
4,0.232,0.47,0.126,0.172,Ch2,,0,1,0,0,Ch2,1
7,0.096,0.226,0.528,0.15,Ch3,,0,0,1,0,Ch3,1
9,0.51,0.178,0.142,0.17,Ch1,,1,0,0,0,Ch1,1
9,0.388,0.284,0.212,0.116,Ch1,,1,0,0,0,Ch1,1
10,0.386,0.29,0.164,0.16,Ch1,,1,0,0,0,Ch1,1
11,0.376,0.232,0.26,0.132,Ch1,,1,0,0,0,Ch1,1
11,0.412,0.184,0.222,0.182,Ch1,,1,0,0,0,Ch1,1
12,0.112,0.244,0.462,0.182,Ch3,,0,0,1,0,Ch3,1
13,0.206,0.21,0.358,0.226,Ch3,,0,0,1,0,Ch3,1
13,0.25,0.38,0.24,0.13,Ch2,,0,0,1,0,Ch3,0
14,0.174,0.542,0.144,0.14,Ch2,,0,1,0,0,Ch2,1
15,0.12,0.16,0.51,0.21,Ch3,,0,0,1,0,Ch3,1
15,0.146,0.576,0.126,0.152,Ch2,,0,0,1,0,Ch3,0
16,0.182,0.454,0.152,0.212,Ch2,,0,1,0,0,Ch2,1
17,0.112,0.546,0.238,0.104,Ch2,,0,1,0,0,Ch2,1
18,0.172,0.242,0.172,0.414,Ch4,,0,0,0,1,Ch4,1
1,0.162,0.158,0.394,0.286,Ch3,,0,0,1,0,Ch3,1
1,0.218,0.19,0.3,0.292,Ch3,,0,0,1,0,Ch3,1
2,0.32,0.266,0.23,0.184,Ch1,,1,0,0,0,Ch1,1
2,0.422,0.172,0.16,0.246,Ch1,,1,0,0,0,Ch1,1
3,0.144,0.21,0.356,0.29,Ch3,,0,0,1,0,Ch3,1
3,0.22,0.148,0.35,0.282,Ch3,,0,0,1,0,Ch3,1
3,0.442,0.134,0.248,0.176,Ch1,,0,0,1,0,Ch3,0
4,0.218,0.202,0.222,0.358,Ch4,,0,0,0,1,Ch4,1
4,0.396,0.146,0.238,0.22,Ch1,,0,0,0,1,Ch4,0
5,0.324,0.2,0.222,0.254,Ch1,,0,0,1,0,Ch3,0
6,0.082,0.46,0.15,0.308,Ch2,,0,1,0,0,Ch2,1
10,0.114,0.132,0.468,0.286,Ch3,,0,0,1,0,Ch3,1
11,0.138,0.236,0.338,0.288,Ch3,,0,0,1,0,Ch3,1
13,0.322,0.07,0.344,0.264,Ch3,,0,0,0,1,Ch4,0
14,0.29,0.19,0.216,0.304,Ch4,,1,0,0,0,Ch1,0
14,0.35,0.158,0.172,0.32,Ch1,,1,0,0,0,Ch1,1
16,0.188,0.364,0.224,0.224,Ch2,,0,1,0,0,Ch2,1
17,0.212,0.158,0.396,0.234,Ch3,,0,0,1,0,Ch3,1
18,0.138,0.126,0.378,0.358,Ch3,,0,0,0,1,Ch4,0
19,0.15,0.168,0.188,0.494,Ch4,,0,0,0,1,Ch4,1
19,0.144,0.184,0.27,0.402,Ch4,,0,0,0,1,Ch4,1
2,0.458,0.282,0.084,0.176,Ch1,,1,0,0,0,Ch1,1
3,0.144,0.59,0.148,0.118,Ch2,,0,1,0,0,Ch2,1
4,0.216,0.568,0.1,0.116,Ch2,,0,1,0,0,Ch2,1
4,0.172,0.47,0.11,0.248,Ch2,,0,1,0,0,Ch2,1
4,0.096,0.696,0.044,0.164,Ch2,,0,1,0,0,Ch2,1
6,0.148,0.468,0.14,0.244,Ch2,,0,1,0,0,Ch2,1
8,0.09,0.674,0.118,0.118,Ch2,,0,1,0,0,Ch2,1
9,0.144,0.268,0.396,0.192,Ch3,,0,0,1,0,Ch3,1
9,0.114,0.328,0.35,0.208,Ch3,,0,0,1,0,Ch3,1
11,0.054,0.242,0.068,0.636,Ch4,,0,1,0,0,Ch2,0
14,0.122,0.514,0.072,0.292,Ch2,,0,1,0,0,Ch2,1
15,0.124,0.234,0.156,0.486,Ch4,,0,0,0,1,Ch4,1
15,0.122,0.21,0.158,0.51,Ch4,,0,0,0,1,Ch4,1
16,0.158,0.202,0.212,0.428,Ch4,,0,0,0,1,Ch4,1
18,0.14,0.214,0.18,0.466,Ch4,,0,0,0,1,Ch4,1
18,0.12,0.298,0.212,0.37,Ch4,,0,0,0,1,Ch4,1
4,0.542,0.182,0.106,0.17,Ch1,,1,0,0,0,Ch1,1
7,0.204,0.252,0.382,0.162,Ch3,,0,0,1,0,Ch3,1
8,0.16,0.212,0.434,0.194,Ch3,,0,0,1,0,Ch3,1
9,0.218,0.214,0.336,0.232,Ch3,,0,1,0,0,Ch2,0
11,0.322,0.158,0.192,0.328,Ch4,,0,0,0,1,Ch4,1
12,0.148,0.19,0.15,0.512,Ch4,,0,0,0,1,Ch4,1
13,0.116,0.474,0.202,0.208,Ch2,,0,1,0,0,Ch2,1
13,0.176,0.412,0.162,0.25,Ch2,,0,1,0,0,Ch2,1
14,0.176,0.424,0.154,0.246,Ch2,,0,1,0,0,Ch2,1
15,0.13,0.142,0.462,0.266,Ch3,,0,0,1,0,Ch3,1
16,0.142,0.168,0.422,0.268,Ch3,,0,0,1,0,Ch3,1
16,0.2,0.172,0.422,0.206,Ch3,,0,0,1,0,Ch3,1
17,0.398,0.2,0.236,0.166,Ch1,,1,0,0,0,Ch1,1
17,0.446,0.146,0.172,0.236,Ch1,,1,0,0,0,Ch1,1
19,0.192,0.17,0.49,0.148,Ch3,,0,0,1,0,Ch3,1
2,0.054,0.82,0.102,0.024,Ch2,,0,1,0,0,Ch2,1
3,0.12,0.632,0.152,0.096,Ch2,,0,1,0,0,Ch2,1
4,0.302,0.42,0.17,0.108,Ch2,,0,1,0,0,Ch2,1
4,0.238,0.542,0.11,0.11,Ch2,,0,1,0,0,Ch2,1
8,0.35,0.324,0.22,0.106,Ch1,,1,0,0,0,Ch1,1
8,0.376,0.344,0.184,0.096,Ch1,,1,0,0,0,Ch1,1
8,0.2,0.592,0.174,0.034,Ch2,,1,0,0,0,Ch1,0
11,0.18,0.564,0.186,0.07,Ch2,,0,1,0,0,Ch2,1
12,0.6,0.176,0.142,0.082,Ch1,,1,0,0,0,Ch1,1
14,0.132,0.488,0.34,0.04,Ch2,,1,0,0,0,Ch1,0
16,0.216,0.424,0.26,0.1,Ch2,,0,1,0,0,Ch2,1
17,0.146,0.584,0.188,0.082,Ch2,,0,1,0,0,Ch2,1
18,0.182,0.458,0.264,0.096,Ch2,,0,1,0,0,Ch2,1
18,0.194,0.412,0.314,0.08,Ch2,,0,1,0,0,Ch2,1
2,0.168,0.254,0.3,0.278,Ch3,,0,0,1,0,Ch3,1
2,0.168,0.244,0.3,0.288,Ch3,,0,0,1,0,Ch3,1
2,0.138,0.21,0.444,0.208,Ch3,,0,0,1,0,Ch3,1
3,0.124,0.184,0.178,0.514,Ch4,,0,0,0,1,Ch4,1
3,0.056,0.316,0.312,0.316,Ch2,,0,0,0,1,Ch4,0
5,0.134,0.416,0.134,0.316,Ch2,,0,1,0,0,Ch2,1
6,0.386,0.188,0.214,0.212,Ch1,,1,0,0,0,Ch1,1
8,0.126,0.446,0.236,0.192,Ch2,,0,1,0,0,Ch2,1
9,0.134,0.178,0.152,0.536,Ch4,,0,0,0,1,Ch4,1
10,0.128,0.17,0.536,0.166,Ch3,,0,0,1,0,Ch3,1
11,0.098,0.124,0.18,0.598,Ch4,,0,0,0,1,Ch4,1
13,0.014,0.05,0.104,0.832,Ch4,,0,0,0,1,Ch4,1
17,0.106,0.174,0.546,0.174,Ch3,,0,0,1,0,Ch3,1
1,0.558,0.186,0.14,0.116,Ch1,,1,0,0,0,Ch1,1
2,0.164,0.48,0.19,0.166,Ch2,,0,1,0,0,Ch2,1
5,0.174,0.414,0.234,0.178,Ch2,,0,1,0,0,Ch2,1
7,0.178,0.196,0.462,0.164,Ch3,,0,0,1,0,Ch3,1
8,0.166,0.474,0.228,0.132,Ch2,,0,1,0,0,Ch2,1
9,0.454,0.186,0.178,0.182,Ch1,,1,0,0,0,Ch1,1
10,0.128,0.22,0.5,0.152,Ch3,,0,0,1,0,Ch3,1
10,0.238,0.34,0.236,0.186,Ch2,,0,0,1,0,Ch3,0
11,0.176,0.456,0.206,0.162,Ch2,,0,1,0,0,Ch2,1
12,0.134,0.21,0.178,0.478,Ch4,,0,0,0,1,Ch4,1
17,0.116,0.138,0.544,0.202,Ch3,,0,0,1,0,Ch3,1
17,0.086,0.176,0.48,0.258,Ch3,,0,0,1,0,Ch3,1
18,0.204,0.222,0.468,0.106,Ch3,,0,0,1,0,Ch3,1
19,0.128,0.226,0.414,0.232,Ch3,,0,0,1,0,Ch3,1
19,0.084,0.206,0.478,0.232,Ch3,,0,0,1,0,Ch3,1
2,0.146,0.072,0.19,0.592,Ch4,,0,0,0,1,Ch4,1
3,0.104,0.148,0.434,0.314,Ch3,,0,0,1,0,Ch3,1
4,0.428,0.132,0.158,0.282,Ch1,,1,0,0,0,Ch1,1
6,0.122,0.422,0.152,0.304,Ch2,,0,1,0,0,Ch2,1
7,0.078,0.172,0.132,0.618,Ch4,,0,0,0,1,Ch4,1
7,0.112,0.168,0.118,0.602,Ch4,,0,0,0,1,Ch4,1
8,0.084,0.134,0.12,0.662,Ch4,,0,0,0,1,Ch4,1
8,0.022,0.196,0.066,0.716,Ch4,,0,0,0,1,Ch4,1
10,0.092,0.17,0.154,0.584,Ch4,,0,0,0,1,Ch4,1
13,0.092,0.172,0.074,0.662,Ch4,,0,0,0,1,Ch4,1
14,0.1,0.03,0.05,0.82,Ch4,,1,0,0,0,Ch1,0
16,0.158,0.032,0.046,0.764,Ch4,,0,1,0,0,Ch2,0
17,0.136,0.156,0.13,0.578,Ch4,,0,0,0,1,Ch4,1
18,0.08,0.03,0.054,0.836,Ch4,,0,0,1,0,Ch3,0
2,0.154,0.358,0.134,0.354,Ch2,,0,1,0,0,Ch2,1
3,0.09,0.104,0.132,0.674,Ch4,,0,0,0,1,Ch4,1
4,0.13,0.164,0.256,0.45,Ch4,,0,0,0,1,Ch4,1
4,0.128,0.098,0.218,0.556,Ch4,,0,0,0,1,Ch4,1
6,0.092,0.144,0.25,0.514,Ch4,,0,0,0,1,Ch4,1
6,0.092,0.178,0.308,0.422,Ch4,,0,0,0,1,Ch4,1
7,0.124,0.198,0.182,0.496,Ch4,,0,0,0,1,Ch4,1
8,0.066,0.134,0.202,0.598,Ch4,,0,0,0,1,Ch4,1
9,0.084,0.088,0.132,0.696,Ch4,,0,0,0,1,Ch4,1
10,0.012,0.046,0.12,0.822,Ch4,,0,0,0,1,Ch4,1
11,0.064,0.102,0.376,0.458,Ch4,,0,0,1,0,Ch3,0
12,0.018,0.05,0.136,0.796,Ch4,,0,0,0,1,Ch4,1
14,0.116,0.202,0.128,0.554,Ch4,,0,0,0,1,Ch4,1
19,0.072,0.118,0.18,0.63,Ch4,,0,0,0,1,Ch4,1
19,0.018,0.34,0.1,0.542,Ch4,,0,0,0,1,Ch4,1
1,0.274,0.49,0.06,0.176,Ch2,,1,0,0,0,Ch1,0
6,0.48,0.19,0.19,0.14,Ch1,,1,0,0,0,Ch1,1
7,0.41,0.322,0.112,0.156,Ch1,,1,0,0,0,Ch1,1
7,0.362,0.3,0.13,0.208,Ch1,,1,0,0,0,Ch1,1
8,0.44,0.232,0.096,0.232,Ch1,,1,0,0,0,Ch1,1
9,0.176,0.436,0.178,0.21,Ch2,,0,0,1,0,Ch3,0
9,0.172,0.422,0.166,0.24,Ch2,,0,0,1,0,Ch3,0
9,0.222,0.348,0.208,0.222,Ch2,,0,0,1,0,Ch3,0
11,0.136,0.536,0.13,0.198,Ch2,,0,1,0,0,Ch2,1
13,0.448,0.238,0.086,0.228,Ch1,,1,0,0,0,Ch1,1
14,0.396,0.286,0.112,0.206,Ch1,,1,0,0,0,Ch1,1
16,0.17,0.43,0.112,0.288,Ch2,,0,1,0,0,Ch2,1
16,0.156,0.664,0.022,0.158,Ch2,,0,1,0,0,Ch2,1
17,0.214,0.464,0.154,0.168,Ch2,,0,1,0,0,Ch2,1
18,0.164,0.596,0.11,0.13,Ch2,,0,1,0,0,Ch2,1
3,0.19,0.48,0.15,0.18,Ch2,,0,1,0,0,Ch2,1
5,0.124,0.18,0.108,0.588,Ch4,,0,0,0,1,Ch4,1
6,0.052,0.116,0.018,0.814,Ch4,,0,0,0,1,Ch4,1
7,0.048,0.102,0.024,0.826,Ch4,,0,0,0,1,Ch4,1
9,0.16,0.102,0.14,0.598,Ch4,,0,0,0,1,Ch4,1
10,0.176,0.116,0.124,0.584,Ch4,,0,0,0,1,Ch4,1
11,0.046,0.21,0.122,0.622,Ch4,,0,0,0,1,Ch4,1
12,0.034,0.168,0.014,0.784,Ch4,,0,0,0,1,Ch4,1
16,0.128,0.136,0.166,0.57,Ch4,,0,0,0,1,Ch4,1
19,0.15,0.146,0.35,0.354,Ch4,,0,0,1,0,Ch3,0
2,0.4,0.168,0.2,0.232,Ch1,,1,0,0,0,Ch1,1
3,0.138,0.236,0.132,0.494,Ch4,,0,0,0,1,Ch4,1
4,0.146,0.124,0.12,0.61,Ch4,,0,0,0,1,Ch4,1
4,0.152,0.242,0.256,0.35,Ch4,,0,0,0,1,Ch4,1
5,0.11,0.154,0.164,0.572,Ch4,,0,0,0,1,Ch4,1
6,0.076,0.108,0.086,0.73,Ch4,,0,0,0,1,Ch4,1
7,0.106,0.278,0.108,0.508,Ch4,,0,1,0,0,Ch2,0
7,0.124,0.296,0.138,0.442,Ch4,,0,1,0,0,Ch2,0
10,0.096,0.166,0.108,0.63,Ch4,,0,0,0,1,Ch4,1
10,0.022,0.134,0.016,0.828,Ch4,,0,0,0,1,Ch4,1
11,0.106,0.344,0.116,0.434,Ch4,,0,1,0,0,Ch2,0
13,0.388,0.144,0.122,0.346,Ch1,,1,0,0,0,Ch1,1
14,0.156,0.08,0.088,0.676,Ch4,,0,0,0,1,Ch4,1
14,0.17,0.114,0.09,0.626,Ch4,,0,0,0,1,Ch4,1
15,0.076,0.074,0.008,0.842,Ch4,,0,0,0,1,Ch4,1
16,0.078,0.138,0.114,0.67,Ch4,,0,0,0,1,Ch4,1
16,0.074,0.068,0.012,0.846,Ch4,,0,0,0,1,Ch4,1
17,0.076,0.066,0.016,0.842,Ch4,,0,0,1,0,Ch3,0
19,0.142,0.166,0.222,0.47,Ch4,,0,0,0,1,Ch4,1
19,0.076,0.076,0.034,0.814,Ch4,,0,0,0,1,Ch4,1
1,0.132,0.138,0.164,0.566,Ch4,,0,0,0,1,Ch4,1
1,0.118,0.104,0.21,0.568,Ch4,,0,0,0,1,Ch4,1
3,0.036,0.054,0.054,0.856,Ch4,,0,0,0,1,Ch4,1
4,0.09,0.168,0.222,0.52,Ch4,,0,0,0,1,Ch4,1
4,0.048,0.046,0.066,0.84,Ch4,,0,0,0,1,Ch4,1
5,0.078,0.082,0.088,0.752,Ch4,,0,0,0,1,Ch4,1
5,0.102,0.094,0.068,0.736,Ch4,,0,0,0,1,Ch4,1
6,0.092,0.102,0.06,0.746,Ch4,,0,0,0,1,Ch4,1
6,0.028,0.018,0.024,0.93,Ch4,,0,0,0,1,Ch4,1
10,0.106,0.092,0.234,0.568,Ch4,,0,0,0,1,Ch4,1
13,0.068,0.064,0.092,0.776,Ch4,,0,0,0,1,Ch4,1
13,0.004,0.01,0.016,0.97,Ch4,,0,0,0,1,Ch4,1
14,0.006,0.008,0.022,0.964,Ch4,,0,0,0,1,Ch4,1
15,0.058,0.082,0.07,0.79,Ch4,,0,0,0,1,Ch4,1
15,0.006,0.01,0.016,0.968,Ch4,,0,0,0,1,Ch4,1
18,0.028,0.074,0.078,0.82,Ch4,,0,0,0,1,Ch4,1
18,0.014,0.026,0.028,0.932,Ch4,,0,0,0,1,Ch4,1
19,0.082,0.178,0.08,0.66,Ch4,,0,0,0,1,Ch4,1
19,0.02,0.04,0.036,0.904,Ch4,,0,0,0,1,Ch4,1
1,0.47,0.202,0.162,0.166,Ch1,,1,0,0,0,Ch1,1
1,0.196,0.428,0.228,0.148,Ch2,,1,0,0,0,Ch1,0
3,0.27,0.294,0.226,0.21,Ch2,,0,1,0,0,Ch2,1
3,0.312,0.246,0.218,0.224,Ch1,,0,1,0,0,Ch2,0
3,0.266,0.274,0.266,0.194,Ch2,,0,1,0,0,Ch2,1
4,0.152,0.48,0.214,0.154,Ch2,,0,1,0,0,Ch2,1
5,0.204,0.438,0.192,0.166,Ch2,,0,1,0,0,Ch2,1
7,0.266,0.428,0.17,0.136,Ch2,,0,1,0,0,Ch2,1
9,0.556,0.174,0.12,0.15,Ch1,,0,0,1,0,Ch3,0
11,0.582,0.14,0.13,0.148,Ch1,,1,0,0,0,Ch1,1
12,0.252,0.146,0.408,0.194,Ch3,,0,0,1,0,Ch3,1
15,0.58,0.13,0.13,0.16,Ch1,,0,1,0,0,Ch2,0
16,0.55,0.154,0.17,0.126,Ch1,,1,0,0,0,Ch1,1
17,0.164,0.126,0.58,0.13,Ch3,,0,0,1,0,Ch3,1
19,0.238,0.156,0.434,0.172,Ch3,,0,0,1,0,Ch3,1
3,0.21,0.368,0.276,0.146,Ch2,,0,1,0,0,Ch2,1
3,0.302,0.12,0.498,0.08,Ch3,,0,1,0,0,Ch2,0
4,0.496,0.202,0.182,0.12,Ch1,,1,0,0,0,Ch1,1
5,0.226,0.118,0.546,0.11,Ch3,,0,0,1,0,Ch3,1
7,0.524,0.162,0.22,0.094,Ch1,,1,0,0,0,Ch1,1
8,0.454,0.23,0.188,0.128,Ch1,,1,0,0,0,Ch1,1
8,0.502,0.166,0.194,0.138,Ch1,,1,0,0,0,Ch1,1
9,0.174,0.538,0.164,0.124,Ch2,,0,1,0,0,Ch2,1
10,0.206,0.52,0.154,0.12,Ch2,,0,1,0,0,Ch2,1
11,0.35,0.324,0.222,0.104,Ch1,,0,0,1,0,Ch3,0
13,0.182,0.18,0.506,0.132,Ch3,,0,0,1,0,Ch3,1
14,0.222,0.464,0.178,0.136,Ch2,,0,1,0,0,Ch2,1
17,0.204,0.126,0.488,0.182,Ch3,,0,0,1,0,Ch3,1
19,0.412,0.174,0.29,0.124,Ch1,,1,0,0,0,Ch1,1
1,0.112,0.124,0.27,0.494,Ch4,,0,0,0,1,Ch4,1
1,0.13,0.224,0.366,0.28,Ch3,,0,0,0,1,Ch4,0
3,0.136,0.128,0.218,0.518,Ch4,,0,0,0,1,Ch4,1
5,0.488,0.114,0.264,0.134,Ch1,,1,0,0,0,Ch1,1
5,0.048,0.094,0.602,0.256,Ch3,,1,0,0,0,Ch1,0
8,0.096,0.156,0.574,0.174,Ch3,,0,0,1,0,Ch3,1
8,0.062,0.104,0.624,0.21,Ch3,,0,0,1,0,Ch3,1
9,0.06,0.12,0.608,0.212,Ch3,,0,0,1,0,Ch3,1
9,0.08,0.154,0.558,0.208,Ch3,,0,0,1,0,Ch3,1
11,0.124,0.198,0.502,0.176,Ch3,,0,0,1,0,Ch3,1
12,0.23,0.294,0.34,0.136,Ch3,,1,0,0,0,Ch1,0
12,0.386,0.184,0.23,0.2,Ch1,,1,0,0,0,Ch1,1
13,0.078,0.126,0.61,0.186,Ch3,,0,0,1,0,Ch3,1
13,0.12,0.162,0.534,0.184,Ch3,,0,0,1,0,Ch3,1
14,0.124,0.156,0.558,0.162,Ch3,,0,0,1,0,Ch3,1
17,0.086,0.172,0.63,0.112,Ch3,,0,0,1,0,Ch3,1
2,0.554,0.182,0.118,0.146,Ch1,,1,0,0,0,Ch1,1
3,0.472,0.18,0.126,0.222,Ch1,,1,0,0,0,Ch1,1
